Eload,G,T,Vw
0.04,0.0,5.1000000000000005,3.8
0.04,0.0,5.2,3.8
0.04,0.0,4.9,3.5
0.04,0.0,4.7,3.3000000000000003
0.04,0.0,4.3,3.1
0.04,0.0,3.9,3.0
0.04,0.0,3.6,2.8000000000000003
0.04,0.0,3.3000000000000003,2.9000000000000004
0.04,0.0,3.1,3.2
0.04,0.0,2.9000000000000004,3.7
0.04,0.0,2.7,4.1000000000000005
0.04,0.0,2.5,4.4
0.04,0.0,2.4000000000000004,4.7
0.04,0.0,2.4000000000000004,5.0
0.04,0.0,2.6,5.2
0.04,23.572739851908825,3.0,5.300000000000001
0.2,234.69823910715968,3.5,5.300000000000001
0.36,147.35768570811538,4.1000000000000005,5.300000000000001
0.36,379.8157744113521,4.6000000000000005,5.300000000000001
0.36,340.22570155705546,5.2,5.2
0.36,386.2096092745034,5.7,4.9
0.2,149.32916976029924,6.2,4.5
0.04,165.03233541394476,6.300000000000001,3.8
0.04,67.11846720960688,5.9,3.3000000000000003
0.04,0.0,6.0,3.4000000000000004
0.04,0.0,6.2,3.5
0.04,0.0,5.5,2.4000000000000004
0.04,0.0,5.300000000000001,1.9
0.04,0.0,5.6000000000000005,1.4
0.04,0.0,6.2,1.1
0.04,0.0,6.0,1.0
0.0,0.0,5.2,1.3
0.0,0.0,4.7,1.9
0.0,0.0,5.2,2.5
0.0,0.0,6.2,2.8000000000000003
0.0,0.0,7.1000000000000005,3.3000000000000003
0.0,0.0,7.800000000000001,4.0
0.0,0.0,7.800000000000001,5.0
0.0,0.0,6.6000000000000005,5.4
0.0,8.418835661396008,5.0,4.2
0.0,132.25926917976622,4.9,3.1
0.0,114.0746084376362,6.300000000000001,3.6
0.0,182.3436195913537,7.5,4.9
0.0,219.02161887547365,7.9,5.2
0.0,28.62404124874643,8.0,4.6000000000000005
0.0,99.3422608044729,7.6,4.1000000000000005
0.0,42.09417830698005,6.4,3.0
0.0,8.418835661396008,4.800000000000001,2.2
0.0,0.0,4.0,2.6
0.0,0.0,3.8,2.7
0.0,0.0,3.2,1.7000000000000002
0.0,0.0,2.8000000000000003,2.9000000000000004
0.0,0.0,2.0,5.300000000000001
0.0,0.0,1.0,6.800000000000001
0.0,0.0,0.2,7.300000000000001
0.0,0.0,-0.7000000000000001,6.7
0.0,0.0,-1.8,5.9
0.0,0.0,-2.8000000000000003,5.7
0.0,0.0,-3.7,5.5
0.0,0.0,-4.4,5.4
0.0,0.0,-4.800000000000001,5.7
0.0,0.0,-5.1000000000000005,5.9
0.0,0.0,-5.1000000000000005,6.0
0.0,188.56320345155916,-4.5,6.1000000000000005
0.0,27.782157682606826,-3.7,5.9
0.0,38.72664404242164,-3.0,5.4
0.0,49.67113040223645,-2.5,4.9
0.0,59.77373319591165,-2.3000000000000003,4.6000000000000005
0.0,52.19678110065525,-2.2,4.0
0.0,23.572739851908825,-2.4000000000000004,3.4000000000000004
0.0,26.098390550327625,-2.9000000000000004,3.2
0.0,30.30780838102563,-3.5,3.1
0.0,0.0,-3.9,2.7
0.0,0.0,-4.0,2.6
0.0,0.0,-4.1000000000000005,2.4000000000000004
0.0,0.0,-4.2,2.3000000000000003
0.0,0.0,-4.5,1.8
0.0,0.0,-4.9,1.2000000000000002
0.0,0.0,-5.2,1.1
0.04,0.0,-5.4,1.3
0.04,0.0,-5.4,1.5
0.04,0.0,-5.5,1.8
0.04,0.0,-5.7,2.3000000000000003
0.04,0.0,-5.800000000000001,2.7
0.04,0.0,-5.800000000000001,2.7
0.04,0.0,-5.800000000000001,2.4000000000000004
0.04,0.0,-5.4,2.3000000000000003
0.04,191.79234680120624,-4.5,2.1
0.2,450.89703567907935,-3.3000000000000003,2.0
0.36,385.6241471381778,-2.4000000000000004,2.1
0.36,332.01709213721847,-1.7000000000000002,2.2
0.36,494.3278125457229,-1.3,2.2
0.36,775.9571221941342,-1.2000000000000002,1.8
0.2,466.4528683512263,-1.4,1.1
0.04,126.78051487480907,-1.8,0.6000000000000001
0.04,83.77779065076759,-2.3000000000000003,0.4
0.04,0.0,-2.5,0.7000000000000001
0.04,0.0,-2.4000000000000004,0.9
0.04,0.0,-2.5,1.2000000000000002
0.04,0.0,-2.7,1.0
0.04,0.0,-3.0,1.0
0.04,0.0,-3.2,0.9
0.04,0.0,-3.4000000000000004,0.7000000000000001
0.04,0.0,-3.5,0.5
0.04,0.0,-3.5,0.3
0.04,0.0,-3.7,0.3
0.04,0.0,-3.9,0.4
0.04,0.0,-4.0,0.5
0.04,0.0,-4.2,0.5
0.04,0.0,-4.3,0.7000000000000001
0.04,0.0,-4.1000000000000005,0.8
0.04,35.116684368207174,-3.2,1.3
0.2,423.5934851056714,-1.6,2.4000000000000004
0.36,625.4125989943834,0.0,3.6
0.36,754.4244096409311,1.1,4.7
0.36,460.5235159344391,1.5,5.7
0.36,767.5133653021973,1.4,6.300000000000001
0.2,657.5953551883719,1.0,6.5
0.04,469.61410342674293,0.1,6.0
0.04,187.0705200290114,-0.9,5.300000000000001
0.04,0.0,-1.3,5.5
0.04,0.0,-1.2000000000000002,5.800000000000001
0.04,0.0,-0.6000000000000001,6.800000000000001
0.04,0.0,-0.7000000000000001,6.7
0.04,0.0,-0.9,6.6000000000000005
0.04,0.0,-1.0,6.7
0.04,0.0,-1.0,6.5
0.04,0.0,-1.0,6.1000000000000005
0.04,0.0,-1.2000000000000002,5.4
0.04,0.0,-1.5,4.800000000000001
0.04,0.0,-1.9,4.5
0.04,0.0,-2.4000000000000004,4.3
0.04,0.0,-3.1,4.2
0.04,0.0,-3.6,4.2
0.04,0.0,-4.1000000000000005,4.1000000000000005
0.04,51.92119444424474,-3.9,4.4
0.2,178.0297427494262,-3.1,4.6000000000000005
0.36,170.2497272849456,-2.4000000000000004,4.7
0.36,177.94484306176662,-1.9,4.9
0.36,120.38934995796292,-1.8,5.300000000000001
0.36,121.19179053576302,-2.3000000000000003,5.6000000000000005
0.2,121.28042170515819,-3.0,5.5
0.04,47.14547970381765,-3.8,4.800000000000001
0.04,19.36332202121082,-4.4,4.1000000000000005
0.04,0.0,-4.800000000000001,3.7
0.04,0.0,-4.9,3.7
0.04,0.0,-5.1000000000000005,5.1000000000000005
0.04,0.0,-5.6000000000000005,6.2
0.04,0.0,-6.300000000000001,7.0
0.04,0.0,-7.1000000000000005,7.2
0.04,0.0,-7.7,6.7
0.04,0.0,-8.1,6.2
0.04,0.0,-8.3,5.7
0.04,0.0,-8.4,5.2
0.04,0.0,-8.5,5.0
0.04,0.0,-8.5,5.0
0.04,0.0,-8.6,4.7
0.04,0.0,-8.700000000000001,4.3
0.04,0.0,-8.700000000000001,4.0
0.04,47.430963045814956,-8.200000000000001,3.9
0.2,206.92895484800044,-7.300000000000001,4.0
0.36,649.1333139583895,-6.300000000000001,4.2
0.36,768.7459698770292,-5.4,4.5
0.36,425.2675634528693,-4.5,5.0
0.36,764.2402718479074,-3.8,5.5
0.2,215.13700449832697,-3.4000000000000004,6.0
0.04,35.35910977786323,-3.0,6.4
0.04,71.95121933211446,-2.6,6.7
0.04,0.0,-1.9,7.300000000000001
0.04,0.0,-1.5,7.7
0.04,0.0,-0.7000000000000001,8.8
0.04,0.0,-0.4,9.1
0.04,0.0,-0.4,9.2
0.04,0.0,-0.2,9.2
0.04,0.0,0.0,9.1
0.04,0.0,0.2,8.9
0.04,0.0,0.4,8.700000000000001
0.04,0.0,0.6000000000000001,8.700000000000001
0.04,0.0,0.8,8.6
0.04,0.0,0.7000000000000001,8.200000000000001
0.04,0.0,0.6000000000000001,7.800000000000001
0.04,0.0,0.6000000000000001,7.7
0.04,0.0,0.9,7.6
0.04,14.312020624373215,1.4,7.4
0.2,85.44269328733131,2.0,7.2
0.36,164.2662881977766,2.5,6.800000000000001
0.36,188.62778466651577,2.8000000000000003,6.5
0.36,260.6359779592028,3.0,6.2
0.36,191.82726626305245,3.0,5.9
0.2,138.28370283642133,2.9000000000000004,5.6000000000000005
0.04,44.61982900539884,2.9000000000000004,5.5
0.04,20.205205587350424,3.1,6.0
0.04,0.0,3.2,6.800000000000001
0.04,0.0,3.3000000000000003,7.300000000000001
0.04,0.0,3.3000000000000003,8.200000000000001
0.04,0.0,3.0,8.5
0.04,0.0,2.7,8.9
0.04,0.0,2.6,9.1
0.04,0.0,2.5,9.1
0.0,0.0,2.4000000000000004,9.7
0.0,0.0,1.3,11.2
0.0,0.0,-1.4,12.3
0.0,0.0,-4.0,12.7
0.0,0.0,-5.4,12.7
0.0,0.0,-5.9,12.2
0.0,0.0,-6.0,11.5
0.0,0.0,-6.0,11.1
0.0,27.39611213526112,-5.9,10.6
0.0,403.69246085043625,-5.7,10.3
0.0,621.3829803305873,-5.800000000000001,9.8
0.0,318.8723412064296,-5.800000000000001,9.4
0.0,636.7789477792793,-5.9,9.1
0.0,228.92499156822402,-6.1000000000000005,8.6
0.0,197.68210355827998,-6.2,8.0
0.0,150.00009948374628,-6.4,7.2
0.0,97.32971465314888,-6.6000000000000005,6.4
0.0,0.0,-6.9,5.9
0.0,0.0,-7.0,5.7
0.0,0.0,-7.300000000000001,5.6000000000000005
0.0,0.0,-7.6,5.7
0.0,0.0,-8.0,5.6000000000000005
0.0,0.0,-8.4,5.4
0.0,0.0,-8.700000000000001,5.1000000000000005
0.0,0.0,-9.0,4.800000000000001
0.0,0.0,-9.3,4.4
0.0,0.0,-9.4,4.1000000000000005
0.0,0.0,-9.6,3.9
0.0,0.0,-9.7,3.9
0.0,0.0,-9.8,3.9
0.0,0.0,-9.9,3.9
0.0,0.0,-9.9,3.9
0.0,29.271528674992695,-9.6,4.1000000000000005
0.0,307.21983202684845,-9.1,4.4
0.0,477.32992456830874,-8.8,4.6000000000000005
0.0,636.2446329905773,-8.5,4.9
0.0,555.7940482566438,-8.3,5.4
0.0,570.5895067859693,-8.200000000000001,6.1000000000000005
0.0,529.7030428814996,-8.6,6.9
0.0,190.11846653349835,-9.3,7.4
0.0,150.81262235524972,-10.0,7.5
0.0,0.0,-10.6,7.4
0.0,0.0,-10.9,7.300000000000001
0.0,0.0,-11.6,7.4
0.0,0.0,-12.1,7.6
0.0,0.0,-12.7,7.7
0.0,0.0,-13.2,7.800000000000001
0.0,0.0,-13.5,7.9
0.04,0.0,-13.7,8.1
0.04,0.0,-14.0,8.200000000000001
0.04,0.0,-14.2,8.1
0.04,0.0,-14.4,7.9
0.04,0.0,-14.7,7.800000000000001
0.04,0.0,-15.0,7.7
0.04,0.0,-15.2,7.7
0.04,0.0,-15.4,7.7
0.04,45.79726754644519,-15.3,7.7
0.2,88.69453686678366,-15.1,7.7
0.36,188.0139973521442,-14.7,7.6
0.36,579.5126923126016,-14.5,7.6
0.36,286.4628124157395,-14.3,7.6
0.36,627.2094447390025,-14.1,7.4
0.2,518.6251939919608,-14.0,7.0
0.04,353.0636769873723,-14.0,6.6000000000000005
0.04,95.47261106570018,-14.1,6.1000000000000005
0.04,0.0,-14.2,5.7
0.04,0.0,-14.2,5.4
0.04,0.0,-14.2,5.1000000000000005
0.04,0.0,-14.1,5.0
0.04,0.0,-14.0,5.0
0.04,0.0,-14.0,4.800000000000001
0.04,0.0,-14.1,4.7
0.04,0.0,-14.0,4.800000000000001
0.04,0.0,-14.0,4.7
0.04,0.0,-14.1,4.6000000000000005
0.04,0.0,-14.2,4.6000000000000005
0.04,0.0,-14.4,4.6000000000000005
0.04,0.0,-14.7,4.4
0.04,0.0,-15.0,4.1000000000000005
0.04,0.0,-15.0,4.1000000000000005
0.04,36.67289934067773,-14.3,4.4
0.2,159.06205959336296,-13.4,4.6000000000000005
0.36,279.3961489053939,-12.8,4.6000000000000005
0.36,428.827113794615,-12.3,4.6000000000000005
0.36,536.5765043959714,-11.9,4.6000000000000005
0.36,479.59994091899097,-11.5,4.5
0.2,397.00416677551704,-11.2,4.3
0.04,373.15421651934673,-11.1,4.0
0.04,57.338037233431066,-11.3,3.4000000000000004
0.04,0.0,-11.5,2.8000000000000003
0.04,0.0,-11.5,2.5
0.04,0.0,-11.5,2.1
0.04,0.0,-11.4,1.9
0.04,0.0,-11.3,1.7000000000000002
0.04,0.0,-11.3,1.7000000000000002
0.04,0.0,-11.3,1.8
0.04,0.0,-11.5,1.9
0.04,0.0,-11.7,1.8
0.04,0.0,-12.0,1.6
0.04,0.0,-12.2,1.9
0.04,0.0,-12.3,3.3000000000000003
0.04,0.0,-12.6,4.9
0.04,0.0,-13.2,5.800000000000001
0.04,0.0,-13.5,6.1000000000000005
0.04,223.63046496055335,-13.0,6.4
0.2,499.1749328001242,-12.2,6.4
0.36,717.1744843165075,-11.5,6.0
0.36,855.9682802080058,-10.8,5.800000000000001
0.36,909.3445206930736,-10.3,5.6000000000000005
0.36,852.1497678651706,-10.1,5.4
0.2,728.0535320511035,-9.9,5.1000000000000005
0.04,526.1883080760214,-9.9,4.5
0.04,261.9856330843819,-10.3,3.6
0.04,0.0,-10.8,2.7
0.04,0.0,-10.9,2.5
0.04,0.0,-11.4,1.4
0.04,0.0,-11.8,1.0
0.04,0.0,-11.8,0.7000000000000001
0.04,0.0,-11.5,0.5
0.04,0.0,-11.2,0.4
0.04,0.0,-11.2,0.6000000000000001
0.04,0.0,-11.2,0.9
0.04,0.0,-11.2,1.1
0.04,0.0,-11.1,1.2000000000000002
0.04,0.0,-11.0,1.2000000000000002
0.04,0.0,-10.9,1.3
0.04,0.0,-10.7,1.3
0.04,0.0,-10.4,1.5
0.04,26.610480613629726,-9.7,2.1
0.2,33.706608777264314,-8.9,3.0
0.36,235.61244123486674,-8.4,3.7
0.36,172.2694445223805,-8.1,3.9
0.36,169.04944627591928,-8.0,3.9
0.36,189.1007178119813,-7.800000000000001,3.7
0.2,99.34579429088431,-7.800000000000001,3.5
0.04,85.15353796361514,-7.9,3.1
0.04,224.53260584411797,-8.3,2.3000000000000003
0.04,0.0,-8.700000000000001,1.5
0.04,0.0,-8.9,1.2000000000000002
0.04,0.0,-9.1,0.9
0.04,0.0,-9.1,0.8
0.04,0.0,-9.1,0.7000000000000001
0.04,0.0,-9.2,0.7000000000000001
0.04,0.0,-9.3,0.7000000000000001
0.04,0.0,-9.4,0.7000000000000001
0.04,0.0,-9.4,0.5
0.04,0.0,-9.4,0.3
0.04,0.0,-9.4,0.2
0.04,0.0,-9.3,0.2
0.04,0.0,-9.3,0.3
0.04,0.0,-9.2,0.4
0.04,0.0,-8.8,0.4
0.04,62.02890453646099,-7.6,0.7000000000000001
0.2,55.88200928862243,-6.2,1.5
0.36,159.4295276964078,-5.2,2.0
0.36,241.3591426163017,-4.5,2.4000000000000004
0.36,432.85588087361043,-4.0,2.8000000000000003
0.36,411.10056356955414,-3.6,3.3000000000000003
0.2,224.6027625224512,-3.6,3.6
0.04,52.333945206805126,-4.0,3.5
0.04,241.96931429251208,-5.1000000000000005,3.0
0.04,0.0,-6.1000000000000005,2.8000000000000003
0.04,0.0,-6.300000000000001,2.8000000000000003
0.04,0.0,-6.800000000000001,2.5
0.04,0.0,-7.300000000000001,2.2
0.04,0.0,-7.7,1.8
0.04,0.0,-8.0,1.4
0.04,0.0,-8.200000000000001,1.2000000000000002
0.0,0.0,-8.5,1.0
0.0,0.0,-8.9,0.9
0.0,0.0,-9.3,0.9
0.0,0.0,-9.8,0.9
0.0,0.0,-10.2,1.0
0.0,0.0,-10.4,1.0
0.0,0.0,-10.5,1.1
0.0,0.0,-9.7,1.6
0.0,33.706608777264314,-7.800000000000001,2.5
0.0,451.9889358194227,-5.2,3.4000000000000004
0.0,667.4598270504904,-3.3000000000000003,4.3
0.0,795.5908660732111,-2.4000000000000004,4.7
0.0,379.8826664753845,-2.2,4.6000000000000005
0.0,86.92757000452377,-2.4000000000000004,4.3
0.0,299.03547771461166,-2.8000000000000003,4.0
0.0,221.2123073708084,-3.3000000000000003,3.7
0.0,145.4421972473887,-3.9,3.3000000000000003
0.0,0.0,-4.3,3.0
0.0,0.0,-4.2,2.9000000000000004
0.0,0.0,-4.0,3.1
0.0,0.0,-3.9,3.0
0.0,0.0,-3.8,3.1
0.0,0.0,-3.5,3.5
0.0,0.0,-3.5,3.9
0.0,0.0,-3.5,4.3
0.0,0.0,-3.4000000000000004,4.7
0.0,0.0,-3.1,5.1000000000000005
0.0,0.0,-2.8000000000000003,5.5
0.0,0.0,-2.5,5.800000000000001
0.0,0.0,-2.1,5.5
0.0,0.0,-1.4,4.9
0.0,0.0,-0.7000000000000001,4.4
0.0,139.33471224474127,0.0,4.5
0.0,13.187503469472107,0.6000000000000001,5.2
0.0,29.89167453080344,1.2000000000000002,5.4
0.0,60.66251595957168,1.8,5.4
0.0,63.30001665346611,2.3000000000000003,5.800000000000001
0.0,37.8041766124867,2.6,5.800000000000001
0.0,69.45418493921977,2.9000000000000004,5.6000000000000005
0.0,467.8216601446987,2.9000000000000004,5.5
0.0,230.0676938050533,2.7,5.5
0.0,0.0,2.5,5.300000000000001
0.0,0.0,2.3000000000000003,5.1000000000000005
0.0,0.0,1.6,4.6000000000000005
0.0,0.0,1.1,4.2
0.0,0.0,0.7000000000000001,3.6
