Eload,G,T,Vw
1.600127698,0.0,12.7,4.7
1.458262622,0.0,12.7,4.3
1.181615917,0.0,12.7,3.9
0.912993758,0.0,12.6,3.5
0.656748891,0.0,12.5,3.1
0.564028652,0.0,12.4,2.9000000000000004
0.530383258,0.0,12.2,2.7
0.526415022,0.0,12.0,2.6
0.528761404,0.0,11.9,2.4000000000000004
0.583546928,0.0,11.8,2.0
0.798163925,0.0,12.1,1.6
1.054843836,70.7393075399462,13.1,1.8
0.994512109,220.81841858444307,14.5,2.3000000000000003
0.851809189,445.8203991982679,16.1,2.5
0.857897874,544.5125012156873,17.5,2.4000000000000004
0.856013251,610.6326743716432,18.6,2.4000000000000004
0.826860876,873.0005238630451,19.1,2.6
0.800502979,791.7467804288997,19.200000000000003,3.0
0.803821118,412.2343164486505,18.8,3.1
0.861086333,245.4868380208846,18.4,3.1
1.090079184,164.95793358307577,15.0,2.6
1.523490168,0.0,13.8,2.7
1.778715389,0.0,13.4,2.5
1.728572974,0.0,13.4,2.1
1.603797467,0.0,13.5,1.8
1.467293829,0.0,13.5,1.7000000000000002
1.197530857,0.0,13.4,1.6
0.931147729,0.0,13.3,1.5
0.669145625,0.0,13.4,1.4
0.566748346,0.0,13.6,1.3
0.528129005,0.0,13.7,1.2000000000000002
0.518516764,0.0,13.8,1.1
0.517866951,0.0,13.8,1.0
0.5678171,0.0,13.8,1.0
0.756742518,0.0,14.4,1.0
1.035252028,75.32338856432959,16.2,1.4
0.968640318,437.665996134952,18.6,2.0
0.831300365,661.3560816006556,20.6,2.5
0.827153625,814.8358547791134,22.1,2.7
0.829634338,891.7101503607685,22.9,2.7
0.814788399,892.0560509313334,23.3,2.7
0.792035895,813.7806946953174,23.3,2.7
0.792231247,657.1438618974796,22.700000000000003,2.7
0.854486111,433.520637600827,22.3,2.6
1.083675159,169.47897148295763,18.5,1.9
1.50275718,0.0,17.1,1.8
1.777478196,0.0,16.5,1.7000000000000002
1.728572974,0.0,16.1,1.5
1.600127698,0.0,15.8,1.3
1.462661213,0.0,15.6,1.1
1.197449077,0.0,15.4,1.1
0.935728069,0.0,15.3,1.1
0.678560893,0.0,15.3,1.1
0.583374548,0.0,15.3,1.2000000000000002
0.546179167,0.0,15.2,1.4
0.544681725,0.0,15.0,1.6
0.545481681,0.0,14.8,1.8
0.596364271,0.0,14.7,2.0
0.786581643,0.0,15.6,2.2
1.06215677,167.08226744593543,17.900000000000002,2.7
0.983642245,433.5356856078326,20.3,2.8000000000000003
0.827440288,656.2999353747746,22.3,2.3000000000000003
0.818344122,814.6722110520768,23.9,1.6
0.829634338,895.8150778485367,24.5,1.2000000000000002
0.814788399,893.7725100815824,24.4,1.4
