Eload,G,T,Vw
0.643453343,0.0,-5.300000000000001,10
0.545498425,0.0,-5.6000000000000005,10
0.515052164,0.0,-5.800000000000001,10
0.512443546,0.0,-5.9,10
0.517413874,0.0,-5.9,10
0.57595166,0.0,-5.9,10
0.775611045,0.0,-5.5,10
1.065994983,13.226749081919692,-4.0,10
1.007999993,373.1788901983462,-1.8,10
0.86170144,604.7049396387469,0.0,10
0.864206149,377.710263021354,1.7000000000000002,10
0.882123098,486.087577498749,3.2,10
0.862598906,604.1546386094266,4.1000000000000005,10
0.835623927,544.4506007402572,4.1000000000000005,10
0.831356819,187.7551677353887,3.2,10
0.891545084,85.18514915501775,1.4,10
1.119593078,0.0,0.3,10
1.53810911,0.0,-1.3,10
1.811788512,0.0,-1.4,10
1.762817728,0.0,-1.3,10
1.634983069,0.0,-1.4,10
1.49386948,0.0,-1.5,10
1.209909129,0.0,-1.7000000000000002,10
0.922428871,0.0,-2.0,10
0.635993957,0.0,-2.4000000000000004,10
0.534563122,0.0,-2.6,10
0.503594423,0.0,-2.6,10
0.502285223,0.0,-2.4000000000000004,10
0.513377166,0.0,-2.6,10
0.569926679,0.0,-3.3000000000000003,10
0.790351769,0.0,-3.9,10
1.051141475,12.317493881078404,-3.8,10
0.974045031,47.5103335413024,-2.8000000000000003,10
0.816670382,109.78200120867642,-1.1,10
0.81328992,389.2377333752146,0.6000000000000001,10
0.829634338,428.775457765261,1.9,10
0.814788399,576.0489714770376,2.5,10
0.792035895,484.78758715796715,2.5,10
0.792231247,355.85567317146086,1.8,10
0.854486111,246.93647159846333,-0.1,10
1.083675159,0.0,-1.4,10
1.50275718,0.0,-2.7,10
1.777478196,0.0,-3.3000000000000003,10
1.728572974,0.0,-4.0,10
1.600127698,0.0,-4.6000000000000005,10
1.458262622,0.0,-5.2,10
1.181615917,0.0,-5.5,10
0.906894026,0.0,-5.7,10
0.635993957,0.0,-5.9,10
0.534809001,0.0,-6.1000000000000005,10
0.501079336,0.0,-6.300000000000001,10
0.495634208,0.0,-6.5,10
0.497256983,0.0,-6.5,10
0.553377006,0.0,-6.4,10
0.760371108,0.0,-6.0,10
1.030711599,13.236560485031589,-4.5,10
0.957319693,267.4506780111325,-2.2,10
0.816670382,634.7371481647535,0.3,10
0.81328992,785.536644719982,2.7,10
0.829634338,863.872012441749,4.800000000000001,10
0.814788399,857.5938276947347,5.9,10
0.792035895,767.4850405536383,5.800000000000001,10
0.792231247,597.5772300552463,4.1000000000000005,10
0.854486111,358.11171351949014,1.2000000000000002,10
1.083675159,78.62985666005903,-0.2,10
1.50275718,0.0,-0.2,10
1.777478196,0.0,0.0,10
1.728572974,0.0,0.0,10
1.600127698,0.0,-0.1,10
1.458262622,0.0,-0.4,10
1.181615917,0.0,-0.6000000000000001,10
0.906894026,0.0,-0.9,10
0.635993957,0.0,-1.3,10
0.527218759,0.0,-1.7000000000000002,10
0.484820769,0.0,-1.9,10
0.472853541,0.0,-2.1,10
0.470527537,0.0,-2.1,10
0.521349499,0.0,-2.1,10
0.715883778,0.0,-1.8,10
1.004906065,12.726367523212977,-0.8,10
0.953880754,110.0770808728239,1.0,10
0.816670382,608.7490800275366,3.1,10
0.81328992,388.7738990599351,5.1000000000000005,10
0.829634338,535.1147380071501,6.6000000000000005,10
0.814788399,576.2311118014917,7.300000000000001,10
0.792035895,445.6456619851693,7.0,10
0.792231247,581.6716859978889,5.0,10
0.854486111,265.671166462812,2.4000000000000004,10
1.083675159,6.787396012380254,1.2000000000000002,10
1.50275718,0.0,1.4,10
1.777478196,0.0,1.5,10
1.728572974,0.0,1.3,10
1.600127698,0.0,0.9,10
1.458262622,0.0,0.4,10
1.181615917,0.0,0.1,10
0.906894026,0.0,-0.2,10
0.635993957,0.0,-0.4,10
0.527218759,0.0,-0.6000000000000001,10
0.484820769,0.0,-0.9,10
0.472853541,0.0,-1.1,10
0.470527537,0.0,-1.3,10
0.524525577,0.0,-1.3,10
0.717644462,0.0,-0.9,10
1.004906065,13.574792024760509,0.4,10
0.953880754,386.44052257003864,2.5,10
0.816670382,609.2315456260369,4.6000000000000005,10
0.81328992,762.8945539520952,6.6000000000000005,10
0.829634338,830.5718149214407,7.9,10
0.814788399,825.1364853771552,8.5,10
0.792035895,739.9666361281705,8.1,10
0.792231247,575.4755414727055,5.9,10
0.854486111,344.39524891251426,2.6,10
1.083675159,73.22801236017878,1.1,10
1.50275718,0.0,0.1,10
1.777478196,0.0,-0.1,10
1.728572974,0.0,-0.4,10
1.600127698,0.0,-0.6000000000000001,10
1.458262622,0.0,-0.9,10
1.181615917,0.0,-1.1,10
0.906894026,0.0,-1.3,10
0.635993957,0.0,-1.6,10
0.527218759,0.0,-1.8,10
0.484820769,0.0,-1.9,10
0.472853541,0.0,-1.9,10
0.47480522,0.0,-1.8,10
0.528149502,0.0,-1.7000000000000002,10
0.719151103,0.0,-1.3,10
1.005952363,92.33895257913508,0.0,10
0.955097015,168.89869135464457,1.8,10
0.818242763,581.9461484349835,3.7,10
0.820929357,612.5141793217605,5.0,10
0.829634338,584.7437232449564,5.7,10
0.814788399,534.9952462049573,5.9,10
0.792035895,224.83997324770618,5.6000000000000005,10
0.792231247,264.9346679848398,4.3,10
0.854486111,97.69096563340244,2.1,10
1.083675159,5.090547009285191,0.9,10
1.50275718,0.0,0.5,10
1.777478196,0.0,0.5,10
1.728572974,0.0,0.5,10
1.600127698,0.0,0.4,10
1.458262622,0.0,0.2,10
1.181615917,0.0,0.2,10
0.906894026,0.0,0.2,10
0.642567641,0.0,0.0,10
0.532513835,0.0,-0.2,10
0.495081925,0.0,-0.4,10
0.486415114,0.0,-0.7000000000000001,10
0.4892785,0.0,-1.1,10
0.542209488,0.0,-1.5,10
0.739157048,0.0,-1.6,10
1.050424794,109.03294764422016,-0.9,10
0.998109133,379.04668149420974,1.1,10
0.864266751,602.0118907861063,3.5,10
0.869793502,755.5695290328065,5.1000000000000005,10
0.882123098,239.75887896609788,5.9,10
0.862598906,359.9130824947011,6.2,10
0.835623927,744.2052619158758,6.1000000000000005,10
0.831356819,583.523335735571,4.5,10
0.891545084,353.1802488718975,1.5,10
1.119593078,82.09939537460032,-0.1,10
1.53810911,0.0,-1.4,10
1.811788512,0.0,-1.8,10
1.762817728,0.0,-2.0,10
1.634983069,0.0,-2.2,10
1.49386948,0.0,-2.1,10
1.209909129,0.0,-2.0,10
0.922428871,0.0,-2.1,10
0.642567641,0.0,-2.3000000000000003,10
0.533912256,0.0,-2.4000000000000004,10
0.499578954,0.0,-2.2,10
0.49253601,0.0,-1.9,10
0.497142326,0.0,-1.7000000000000002,10
0.550803977,0.0,-1.6,10
0.74888496,0.0,-1.5,10
1.064023315,118.4761105823044,-0.5,10
1.005306888,388.8423214277866,1.6,10
0.870471112,612.8464412282235,4.0,10
0.869168974,767.615731842109,5.800000000000001,10
0.882123098,842.9884083131462,6.7,10
0.862598906,838.3393354572548,6.9,10
0.835623927,753.7679391968683,6.7,10
0.831356819,592.1861692770052,5.0,10
0.891545084,362.7647302008588,1.6,10
1.119593078,95.07358861614081,-0.3,10
1.53810911,0.0,-0.9,10
1.811788512,0.0,-0.7000000000000001,10
1.762817728,0.0,-0.5,10
1.634983069,0.0,-0.7000000000000001,10
1.49386948,0.0,-1.2000000000000002,10
1.209909129,0.0,-1.8,10
0.922428871,0.0,-1.9,10
0.635993957,0.0,-1.5,10
0.531321277,0.0,-1.2000000000000002,10
0.497123097,0.0,-0.9,10
0.496193659,0.0,-0.8,10
0.500736828,0.0,-1.0,10
0.554858048,0.0,-1.0,10
0.767866629,0.0,-0.8,10
1.037661271,15.271641027855571,-0.1,10
0.969529512,89.28706102128639,1.2000000000000002,10
0.816670382,173.03827909773636,3.1,10
0.81328992,53.45074359749451,5.1000000000000005,10
0.829634338,249.31934122471839,6.6000000000000005,10
0.814788399,616.017776301792,7.5,10
0.792035895,738.711530446721,7.7,10
0.792231247,485.0832796502929,5.9,10
0.854486111,351.1621396948076,2.7,10
1.083675159,84.52805691361884,1.1,10
1.50275718,0.0,-0.3,10
1.777478196,0.0,-1.1,10
1.728572974,0.0,-1.7000000000000002,10
1.600127698,0.0,-2.2,10
1.458262622,0.0,-2.4000000000000004,10
1.181615917,0.0,-2.6,10
0.906894026,0.0,-2.6,10
0.635993957,0.0,-2.5,10
0.531192259,0.0,-2.6,10
0.499624104,0.0,-2.6,10
0.496417317,0.0,-2.7,10
0.503992151,0.0,-2.8000000000000003,10
0.558960139,0.0,-2.9000000000000004,10
0.777057451,0.0,-3.0,10
1.040116317,11.480188969724352,-3.2,10
0.969472796,42.38839004205916,-3.3000000000000003,10
0.816670382,43.27148150126872,-3.3000000000000003,10
0.81328992,13.246371888143484,-3.3000000000000003,10
0.829634338,83.01059716569917,-3.3000000000000003,10
0.814788399,42.38839004205916,-3.4000000000000004,10
0.792035895,25.6096523170774,-3.7,10
0.792231247,32.674383990753924,-4.2,10
0.854486111,43.27148150126872,-4.800000000000001,10
1.083675159,9.714006051305223,-5.1000000000000005,10
1.50275718,0.0,-6.1000000000000005,10
1.777478196,0.0,-6.6000000000000005,10
1.728572974,0.0,-6.800000000000001,10
1.600127698,0.0,-6.9,10
1.458262622,0.0,-6.9,10
1.181615917,0.0,-7.0,10
0.906894026,0.0,-7.1000000000000005,10
0.635993957,0.0,-7.1000000000000005,10
0.527218759,0.0,-7.2,10
0.484820769,0.0,-7.2,10
0.475126867,0.0,-7.300000000000001,10
0.479508997,0.0,-7.300000000000001,10
0.531551286,0.0,-7.4,10
0.723513889,0.0,-7.4,10
1.010777335,14.192256327269186,-7.2,10
0.96065711,47.8988651045335,-7.0,10
0.825106799,48.785881124987824,-6.7,10
0.82397596,130.03391986933684,-6.6000000000000005,10
0.829634338,123.29522684315106,-6.4,10
0.814788399,165.42070832525144,-6.300000000000001,10
0.792035895,41.689752961353236,-6.300000000000001,10
0.792231247,31.045560715901345,-6.4,10
0.854486111,57.656041329531064,-6.800000000000001,10
1.083675159,14.192256327269186,-7.1000000000000005,10
1.50275718,0.0,-8.1,10
1.777478196,0.0,-8.3,10
1.728572974,0.0,-8.4,10
1.600127698,0.0,-8.4,10
1.458262622,0.0,-8.4,10
1.181615917,0.0,-8.700000000000001,10
0.906894026,0.0,-9.3,10
0.635993957,0.0,-10.1,10
0.527218759,0.0,-10.8,10
0.484820769,0.0,-11.3,10
0.475080416,0.0,-11.7,10
0.480130716,0.0,-12.0,10
0.535740905,0.0,-12.2,10
0.748307535,0.0,-11.9,10
1.016848083,16.853304388632157,-10.0,10
0.953880754,38.141688879535934,-7.1000000000000005,10
0.816670382,644.8046023144205,-4.5,10
0.81328992,31.045560715901345,-2.8000000000000003,10
0.829634338,886.6820439961838,-1.8,10
0.814788399,882.8139471523817,-1.5,10
0.792035895,51.4469291863508,-1.6,10
0.792231247,22.175400511358106,-2.1,10
0.854486111,388.95106548650654,-3.3000000000000003,10
1.083675159,11.531208265906214,-4.2,10
1.50275718,0.0,-6.6000000000000005,10
1.777478196,0.0,-7.4,10
1.728572974,0.0,-8.0,10
1.600127698,0.0,-8.4,10
1.458262622,0.0,-8.8,10
1.181615917,0.0,-9.1,10
0.906894026,0.0,-9.1,10
0.635993957,0.0,-9.1,10
0.527218759,0.0,-8.9,10
0.493630444,0.0,-8.6,10
0.492496614,0.0,-8.200000000000001,10
0.496420388,0.0,-7.800000000000001,10
0.551191425,0.0,-7.1000000000000005,10
0.743937477,0.0,-6.4,10
1.026538522,116.78331259461301,-5.4,10
0.963812385,69.2866624117296,-3.8,10
0.816670382,641.1819376364754,-1.8,10
0.81328992,806.810950819121,0.0,10
0.829634338,888.5112738981119,1.0,10
0.814788399,879.6602580525735,1.5,10
0.792035895,791.7526009317291,1.6,10
0.792231247,623.0996327648394,1.2000000000000002,10
0.854486111,68.51828351961869,0.2,10
1.083675159,15.07927234772351,-0.5,10
1.50275718,0.0,-1.2000000000000002,10
1.777478196,0.0,-1.5,10
1.728572974,0.0,-2.0,10
1.600127698,0.0,-2.5,10
1.458262622,0.0,-3.0,10
1.181615917,0.0,-3.5,10
0.906894026,0.0,-4.2,10
0.642567641,0.0,-4.7,10
0.531165783,0.0,-4.9,10
0.487432007,0.0,-4.7,10
0.474218945,0.0,-4.4,10
0.477841826,0.0,-3.8,10
0.532425435,0.0,-3.4000000000000004,10
0.730150985,0.0,-3.1,10
1.027814059,14.968076445788686,-2.4000000000000004,10
0.986429522,31.697103061670155,-1.0,10
0.86170144,31.697103061670155,0.7000000000000001,10
0.865670326,89.80845867473211,2.1,10
0.882123098,30.816627976623764,2.7,10
0.862598906,91.56940884482489,2.8000000000000003,10
0.835623927,122.38603682144866,2.8000000000000003,10
0.831356819,18.489976785974257,2.7,10
0.891545084,257.8482009371098,2.2,10
1.119593078,113.0352242014843,1.8,10
1.53810911,0.0,1.0,10
1.811788512,0.0,0.7000000000000001,10
1.762817728,0.0,0.5,10
1.634983069,0.0,0.4,10
1.49386948,0.0,0.2,10
1.209909129,0.0,0.1,10
0.923579616,0.0,0.0,10
0.655029166,0.0,0.0,10
0.551656982,0.0,0.0,10
0.514236087,0.0,-0.2,10
0.507357283,0.0,-0.4,10
0.511311752,0.0,-0.7000000000000001,10
0.564554094,0.0,-0.8,10
0.781990344,0.0,-0.5,10
1.060411125,132.27653714047128,0.6000000000000001,10
1.00784099,342.5635641193193,2.2,10
0.865060198,632.333793255303,3.8,10
0.867663423,179.1321838986975,5.1000000000000005,10
0.882123098,340.6112255697066,6.1000000000000005,10
0.862598906,167.30958175079024,6.5,10
0.835623927,277.7791186532216,6.6000000000000005,10
0.831356819,116.33416350255375,6.0,10
0.891545084,314.0204034148654,4.1000000000000005,10
1.119593078,49.89500760847562,2.8000000000000003,10
1.53810911,0.0,1.4,10
1.811788512,0.0,1.1,10
1.762817728,0.0,0.8,10
1.634983069,0.0,0.4,10
1.49386948,0.0,0.2,10
1.209909129,0.0,0.0,10
0.922428871,0.0,-0.1,10
0.637017823,0.0,0.0,10
0.537614917,0.0,0.2,10
0.506074256,0.0,0.4,10
0.50285403,0.0,0.7000000000000001,10
0.509237164,0.0,1.0,10
0.565414889,0.0,1.1,10
0.782174869,0.0,1.2000000000000002,10
1.045668828,68.57739497019779,2.4000000000000004,10
0.969876204,158.8036137335337,4.7,10
0.816670382,536.5878577394942,6.800000000000001,10
0.81328992,123.68585104528232,8.5,10
0.829634338,189.17644488855504,9.6,10
0.814788399,321.7522988571735,9.9,10
0.792035895,409.5836745423711,9.4,10
0.792231247,630.7971912548859,7.7,10
0.854486111,391.7480040363209,4.6000000000000005,10
1.083675159,116.08090701629506,2.7,10
1.50275718,0.0,0.4,10
1.777478196,0.0,-0.5,10
1.728572974,0.0,-1.2000000000000002,10
1.600127698,0.0,-1.7000000000000002,10
1.458262622,0.0,-1.9,10
1.181615917,0.0,-2.1,10
0.906894026,0.0,-2.2,10
0.635993957,0.0,-2.4000000000000004,10
0.531952246,0.0,-2.2,10
0.503089155,0.0,-1.6,10
0.503982896,0.0,-1.1,10
