Eload,Eload_eh,Eload_hp,G,T,Vw,Cbuy,EV_P
0.907765768,0.907765768,0,148.74863269362493,14.1,3.7,0.35,0
0.877168312,0.877168312,0,169.38909394712317,14.6,3.5,0.35,0
0.836068996,0.836068996,0,65.12732558665398,15.0,3.3000000000000003,0.35,0
0.824450335,0.824450335,0,16.925861717684683,14.8,3.0,0.35,0
0.889088428,0.889088428,0,15.233275545916214,14.1,2.8000000000000003,0.36,0
1.129877409,1.129877409,0,12.694396288263514,13.2,2.8000000000000003,0.38,0
1.578685422,1.578685422,0,0.0,12.7,2.6,0.38,1
1.842422524,1.842422524,0,0.0,12.5,2.1,0.38,1
1.792663142,1.792663142,0,0.0,12.3,1.8,0.38,1
1.670321301,1.670321301,0,0.0,12.0,1.7000000000000002,0.38,1
1.532308276,1.532308276,0,0.0,11.8,1.6,0.36,1
1.253900266,1.253900266,0,0.0,11.7,1.5,0.36,1
0.980907128,0.980907128,0,0.0,11.6,1.6,0.36,1
0.717881617,0.717881617,0,0.0,11.5,1.6,0.35,1
0.610472607,0.610472607,0,0.0,11.3,1.5,0.35,1
0.574721458,0.574721458,0,0.0,11.0,1.5,0.35,1
0.568923086,0.568923086,0,0.0,10.8,1.7000000000000002,0.35,1
0.571630391,0.571630391,0,0.0,10.4,2.0,0.35,1
0.625638558,0.625638558,0,0.0,9.9,2.3000000000000003,0.35,1
0.832452812,0.832452812,0,0.0,9.5,2.4000000000000004,0.35,1
1.113031117,1.113031117,0,7.622382301168777,10.1,2.5,0.35,1
1.057857794,1.057857794,0,228.4609516741278,11.4,2.6,0.35,0
0.89689251,0.89689251,0,52.47017132482252,12.8,2.5,0.35,0
0.898559378,0.898559378,0,560.7167164621513,14.3,2.6,0.35,0
0.875640112,0.875640112,0,773.0724966923915,15.2,2.6,0.35,0
0.839137972,0.839137972,0,800.0726234208317,15.6,2.6,0.35,0
0.812637991,0.812637991,0,625.4699313218666,15.7,2.6,0.35,0
0.80302055,0.80302055,0,272.00756352083334,15.4,2.4000000000000004,0.35,0
0.881517738,0.881517738,0,244.47626517676784,14.3,2.0,0.36,0
1.128650341,1.128650341,0,145.67087542961394,12.8,1.8,0.38,0
1.577151494,1.577151494,0,0.0,11.7,1.8,0.38,1
1.842678214,1.842678214,0,0.0,11.0,2.0,0.38,1
1.794067134,1.794067134,0,0.0,10.5,2.1,0.38,1
1.667632685,1.667632685,0,0.0,10.2,2.2,0.38,1
1.52722038,1.52722038,0,0.0,9.9,2.3000000000000003,0.36,1
1.252076268,1.252076268,0,0.0,9.6,2.4000000000000004,0.36,1
0.979978868,0.979978868,0,0.0,9.4,2.5,0.36,1
0.71383213,0.71383213,0,0.0,9.2,2.5,0.35,1
0.611766487,0.611766487,0,0.0,9.1,2.3000000000000003,0.35,1
0.573630764,0.573630764,0,0.0,9.1,2.2,0.35,1
0.56332913,0.56332913,0,0.0,9.0,2.0,0.35,1
0.560152212,0.560152212,0,0.0,8.700000000000001,2.1,0.35,1
0.610729896,0.610729896,0,0.0,8.3,2.3000000000000003,0.35,1
0.803924007,0.803924007,0,0.0,8.1,2.6,0.35,1
1.090765881,1.090765881,0,7.623775654729201,8.9,3.0,0.35,1
1.045270387,1.045270387,0,93.95497261731964,10.5,3.2,0.35,0
0.903774229,0.903774229,0,283.1442179877597,12.3,3.3000000000000003,0.35,0
0.914077809,0.914077809,0,569.437166458411,14.0,3.2,0.35,0
0.904838243,0.904838243,0,649.3348522341443,15.0,3.2,0.35,0
0.864448426,0.864448426,0,650.9596402753373,15.5,3.1,0.35,0
0.82995948,0.82995948,0,267.2945761193376,15.6,2.9000000000000004,0.35,0
0.82512937,0.82512937,0,235.01501985579546,15.2,2.4000000000000004,0.35,0
0.887643945,0.887643945,0,133.81811491270193,14.1,1.9,0.36,0
1.128426635,1.128426635,0,38.91573409879742,12.6,1.9,0.38,0
1.575710262,1.575710262,0,0.0,11.9,2.1,0.38,1
1.842171799,1.842171799,0,0.0,11.5,2.3000000000000003,0.38,1
1.794227215,1.794227215,0,0.0,11.2,2.4000000000000004,0.38,1
1.666177,1.666177,0,0.0,10.9,2.5,0.38,1
